Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
159,3,3,0,1,99,1,1,66,3,11,0,6,3,6,1,1,0,2,1,3,5,0,50,998,50,100,100,15,50,85,1,85,50,998,100,50,999,60,1,70,100,1
160,7,2,1,1,4,1,4,58,1,11,11,1,2,1,1,1,0,1,2,2,26,0,60,70,0,70,70,70,60,60,70,40,60,40,70,85,70,85,60,60,50,2
161,7,1,1,1,1,2,8,64,1,13,13,5,0,5,1,2,0,1,1,3,24,0,15,85,85,85,70,40,15,40,70,40,40,40,70,70,1,40,70,85,100,1
162,5,3,4,1,6,1,2,32,1,13,13,7,0,5,1,1,0,1,1,1,22,0,60,60,1,70,100,85,100,40,60,40,70,70,100,85,50,100,40,15,30,2
163,7,3,4,1,4,1,2,57,6,14,0,1,3,1,1,1,0,1,1,3,22,0,85,60,40,40,85,50,60,70,40,30,60,60,100,70,40,85,40,70,60,1
164,7,1,1,1,2,2,8,64,3,9,0,5,3,1,1,1,0,1,2,3,11,0,10,80,80,100,100,20,50,50,90,20,50,50,50,70,10,90,50,100,70,1
165,5,2,2,1,6,1,2,33,1,10,13,1,0,1,1,1,0,1,1,3,17,0,99,17,2,4,84,52,68,51,39,32,65,73,97,58,74,100,7,61,1,2
166,7,2,4,1,6,2,8,0,6,10,0,1,3,1,1,1,0,1,1,1,0,0,72,50,31,99,69,70,71,72,42,41,70,16,71,71,60,87,42,51,40,2
167,7,2,1,1,2,1,4,61,6,9,0,5,3,1,3,4,1,2,0,1,2,0,32,86,96,71,72,17,2,70,100,50,61,78,71,86,2,91,86,85,41,1
168,5,3,1,1,2,2,7,29,1,14,14,1,3,1,3,4,4,1,1,2,26,0,50,60,85,50,85,40,30,60,85,40,50,50,50,50,50,40,70,85,85,1
169,5,2,1,1,2,2,8,44,4,14,13,1,3,1,1,1,0,1,1,2,20,0,50,85,100,50,85,60,40,70,100,30,70,85,70,100,1,70,100,100,60,1
170,6,1,1,1,3,1,3,63,1,10,14,6,0,6,0,4,0,1,1,2,21,0,40,70,70,70,70,50,1,50,50,15,50,70,85,70,1,40,50,70,70,1
171,6,1,1,1,3,1,5,63,1,14,14,5,3,1,1,1,0,1,2,3,26,0,31,99,86,85,84,42,31,71,86,30,50,85,51,99,15,85,85,100,70,1
172,7,3,5,1,4,2,7,39,1,12,10,7,1,1,1,1,0,1,1,3,14,0,20,10,5,60,80,5,60,75,90,5,80,80,80,80,50,90,80,90,2,2
173,5,3,0,1,99,1,5,60,1,13,13,5,3,6,1,1,0,1,1,2,22,0,50,60,60,85,60,15,18,40,70,60,18,40,70,70,1,15,60,60,85,1
174,4,3,2,2,6,2,8,63,1,9,10,1,0,1,1,1,0,1,2,1,12,0,100,1,1,1,50,70,50,70,50,15,85,100,100,100,85,40,1,100,1,2
175,7,1,1,2,4,1,1,35,6,13,0,4,4,1,1,1,0,1,1,1,18,0,16,66,61,61,86,91,85,100,85,71,85,90,91,85,15,75,85,100,66,1
176,4,3,0,2,99,1,5,26,6,10,0,1,0,1,1,1,0,1,0,2,10,0,52,29,42,66,67,37,41,45,72,52,50,63,77,65,41,84,44,62,21,2
177,7,3,0,1,4,1,1,47,1,10,13,1,3,1,1,1,0,1,1,2,19,0,50,50,60,60,70,30,40,50,50,40,50,50,60,50,15,70,50,60,40,1
178,7,2,4,1,3,1,4,63,1,14,9,1,3,1,1,1,0,1,1,2,26,0,41,56,69,54,85,49,41,49,75,5,45,70,86,70,30,70,51,76,40,1
179,7,3,0,1,99,1,5,58,1,13,5,5,0,2,1,1,0,1,1,1,14,0,85,60,70,85,85,85,70,60,70,60,85,70,100,85,30,40,60,100,85,1
180,7,1,2,1,6,1,2,61,4,9,0,1,3,1,1,1,0,1,1,2,5,0,85,30,15,30,50,60,100,30,50,60,85,15,100,50,85,85,30,50,15,2
181,7,2,0,1,5,1,4,24,5,10,0,8,0,4,1,1,0,1,1,1,1,0,100,70,85,70,60,100,85,85,50,100,100,100,100,100,100,100,50,100,100,1
182,7,3,0,1,99,1,2,57,1,12,13,1,3,1,1,1,0,1,1,2,25,0,85,85,70,40,70,40,40,30,85,30,70,50,100,100,60,100,60,100,85,3
183,2,4,0,1,99,1,2,41,4,9,0,1,0,2,1,1,0,2,1,2,1,0,100,100,60,85,100,100,60,70,15,1,100,50,100,100,40,70,85,40,100,1
184,7,4,0,1,4,1,8,43,1,15,15,1,3,1,1,1,0,1,1,2,24,0,30,85,40,85,100,40,60,70,100,30,50,60,100,100,15,70,85,85,15,1
185,1,4,0,1,6,1,2,46,1,10,14,1,3,3,3,1,0,1,1,2,27,0,91,31,39,41,88,54,84,66,29,59,55,29,97,68,48,84,13,74,50,3
186,0,0,4,1,6,1,2,19,6,10,0,8,0,1,1,1,0,1,1,4,21,0,100,1,50,50,100,70,100,50,50,60,100,70,100,100,999,100,50,70,40,2
187,3,3,2,1,2,2,4,50,1,9,11,6,0,1,1,1,0,1,1,1,12,0,0,85,85,85,70,70,70,85,100,60,85,60,100,100,0,100,100,85,85,2
188,7,4,1,1,99,0,2,27,6,11,0,1,2,2,1,1,0,1,1,1,8,0,100,50,50,70,85,70,50,50,97,70,50,50,100,50,50,60,85,50,100,1
189,3,3,0,1,5,1,5,40,1,14,13,1,3,5,2,1,0,1,1,2,15,0,50,85,70,15,30,100,85,60,60,60,70,1,85,85,60,100,60,85,1,2
190,4,3,0,1,6,1,4,35,1,12,12,1,2,1,1,1,0,1,1,2,16,0,52,8,14,50,60,12,74,31,69,14,30,42,65,50,50,97,42,72,1,2
191,7,1,0,1,5,1,4,63,1,11,9,1,3,1,1,1,0,1,1,2,24,0,50,50,50,51,84,49,50,85,50,71,50,50,84,50,49,85,48,85,60,1
192,2,4,0,1,4,2,8,61,4,10,0,5,2,2,1,1,0,2,1,3,19,0,30,30,40,15,50,1,40,30,30,40,50,50,50,50,15,50,30,60,50,1
193,7,1,0,1,6,1,1,45,6,11,0,1,3,1,1,1,0,1,1,1,20,0,50,30,1,40,50,50,100,40,50,1,50,50,100,100,60,100,50,50,1,2
194,7,1,4,1,3,1,4,20,6,10,0,8,4,6,2,1,0,1,1,2,28,0,17,85,85,77,76,72,47,79,85,18,68,85,84,86,4,82,84,84,83,1
195,7,1,1,1,4,1,5,44,6,13,0,1,2,2,1,1,0,1,1,1,9,0,70,100,60,60,100,1,30,15,100,1,1,15,60,30,1,1,85,100,100,1
196,7,1,2,1,7,1,5,28,1,10,13,7,3,1,1,1,0,1,1,1,20,0,85,30,1,30,50,50,100,30,50,50,50,1,100,85,40,85,50,50,15,2
197,6,2,2,1,6,1,1,53,1,13,10,1,0,1,1,1,0,1,0,2,21,0,100,15,15,30,70,60,100,70,70,15,50,50,100,85,100,100,70,85,50,2
198,1,3,0,1,6,1,5,25,6,13,0,1,3,1,1,1,0,1,1,1,3,0,71,31,17,58,56,51,85,59,5,59,50,58,95,55,51,87,6,50,22,2
199,7,2,1,1,3,1,4,70,6,13,0,5,0,1,1,1,0,1,1,4,7,0,9,71,77,60,86,32,49,15,76,13,51,77,86,87,1,78,73,76,70,1
200,7,1,2,1,7,1,2,80,4,13,0,5,0,6,1,1,0,1,2,1,12,0,50,50,15,30,50,70,85,60,50,30,85,50,70,70,70,85,50,70,15,2
201,7,1,4,1,5,1,5,62,1,11,12,5,3,1,1,1,0,1,1,2,15,0,71,30,1,17,70,52,69,71,51,42,51,29,85,50,87,85,39,83,3,2
202,4,3,0,1,5,1,2,48,1,10,9,1,3,1,1,1,0,1,2,2,23,0,61,28,61,71,61,52,62,60,25,61,41,16,88,52,71,86,51,71,31,2
203,6,2,4,1,4,1,7,62,1,16,16,1,3,2,3,4,3,1,1,3,26,0,40,85,70,87,60,70,41,40,70,16,50,70,70,70,15,50,60,96,70,1
204,5,3,0,1,6,1,5,43,1,11,11,1,0,6,2,1,0,1,1,1,21,0,85,1,15,40,50,50,70,50,1,40,50,30,85,70,50,85,1,85,15,2
205,2,3,0,1,99,1,4,29,6,16,0,1,2,3,3,4,4,1,1,2,4,0,61,51,50,41,71,30,50,93,25,62,51,71,50,51,50,85,41,94,25,1
206,7,1,1,1,2,0,6,87,6,16,0,5,3,1,3,1,0,1,0,3,1,0,1,85,85,70,100,15,1,60,100,1,60,85,100,100,1,60,60,60,100,1
207,7,2,2,1,6,1,5,67,4,13,0,5,2,1,1,1,0,1,1,3,1,0,94,52,51,42,99,65,91,42,53,51,81,51,97,95,73,97,52,71,2,2
208,7,2,1,1,2,2,8,49,1,14,16,1,4,3,3,4,2,1,1,2,28,0,15,70,70,60,60,60,15,50,85,40,50,50,40,70,1,70,60,60,60,1
209,7,1,0,1,7,1,4,59,1,11,11,1,3,1,1,1,0,1,1,1,22,0,40,15,1,30,100,70,15,40,100,15,85,30,100,100,70,100,15,100,1,2
210,7,3,1,1,2,2,8,47,1,13,13,5,0,1,1,1,0,1,1,2,27,0,30,85,60,70,60,30,40,40,85,30,60,40,70,70,15,70,50,85,40,1
211,3,3,2,1,6,1,5,56,1,8,13,1,2,1,1,1,0,1,1,2,21,0,67,14,16,69,50,59,82,69,39,67,49,39,98,92,60,96,29,39,30,2
212,5,2,2,1,4,2,5,32,1,10,10,1,3,1,1,1,0,1,1,2,13,0,15,50,50,50,50,30,85,50,50,30,50,50,50,50,60,85,50,70,50,2
213,7,1,0,1,5,1,4,60,4,13,14,1,3,5,2,1,0,1,1,2,14,0,40,40,1,1,100,60,85,30,1,30,50,15,100,100,100,100,1,60,1,2
214,5,3,1,1,5,1,2,66,6,13,0,5,3,1,1,1,0,1,0,3,0,0,70,40,30,70,70,50,50,40,1,30,70,40,100,85,50,85,1,50,50,2
215,3,3,0,1,6,1,1,80,1,10,11,5,0,1,1,1,0,1,1,3,11,0,100,40,15,50,100,60,100,85,15,70,70,70,100,85,60,100,30,70,60,2
216,7,3,4,2,2,1,2,32,1,14,14,1,0,1,1,1,0,1,1,2,20,0,40,100,80,75,70,40,30,70,80,1,40,70,90,80,20,60,80,80,60,1
217,7,2,0,1,6,1,1,75,1,11,11,5,0,1,1,1,0,1,2,3,17,0,100,50,30,50,85,70,85,40,30,40,85,40,100,100,85,100,1,70,1,2
218,7,2,0,1,4,1,4,53,1,9,9,1,0,1,1,1,0,1,2,2,12,0,40,51,60,100,60,70,40,41,30,60,70,20,70,70,50,100,1,70,60,2
219,7,3,1,1,99,1,2,58,4,12,0,1,2,2,1,1,0,1,1,1,16,0,70,70,50,70,70,50,50,70,50,50,85,70,85,85,50,85,50,85,85,1
220,4,1,0,1,6,1,2,62,3,11,0,1,0,1,1,1,0,1,1,1,14,0,70,15,1,15,50,70,60,60,50,15,50,50,100,50,60,100,50,50,1,2
221,7,2,0,1,5,1,2,66,1,13,15,1,4,1,1,1,0,1,2,2,25,0,61,52,71,30,75,50,78,70,51,31,71,40,99,85,31,56,50,50,40,2
222,6,1,0,1,4,1,4,81,3,10,0,5,0,1,1,1,0,1,0,0,0,0,998,50,50,70,85,40,70,50,50,32,65,30,50,50,999,80,50,70,999,2
223,1,4,0,1,4,2,1,25,6,11,0,1,2,1,1,1,0,1,1,4,4,2,46,50,19,44,45,35,49,42,63,40,16,54,52,41,48,55,47,33,50,2
224,7,3,1,1,99,1,2,83,5,10,0,5,3,2,1,1,0,1,2,1,5,0,100,100,70,85,100,60,85,85,70,85,70,70,100,100,70,85,60,85,100,1
225,7,3,0,1,2,2,1,60,1,11,8,1,1,1,1,1,0,2,1,3,7,0,1,85,85,50,70,15,15,40,60,1,30,50,40,70,1,70,60,50,60,1
226,4,2,0,1,2,1,1,37,1,12,9,1,2,1,1,1,0,1,1,2,21,0,1,99,85,87,82,16,30,35,97,3,14,85,92,91,1,38,93,98,83,1
227,7,2,2,1,6,1,4,56,1,9,10,7,3,1,1,1,0,1,2,3,14,0,88,88,100,16,100,52,56,50,100,70,100,71,100,100,52,100,79,92,36,2
228,6,2,0,1,2,1,4,59,1,13,13,1,3,1,1,1,0,1,1,3,20,0,61,98,99,84,69,40,32,51,83,61,61,71,86,85,31,98,72,70,85,1
229,7,3,4,1,3,1,1,44,1,14,13,1,3,1,1,1,0,1,1,2,28,0,30,70,85,60,60,60,50,60,70,40,50,70,70,85,30,70,70,100,70,1
230,6,3,0,1,5,1,7,40,6,13,13,1,0,1,1,1,0,1,1,1,19,0,1,100,71,87,51,60,10,63,100,32,51,84,80,85,1,71,100,92,100,1
231,6,3,0,1,6,1,1,27,1,13,14,1,2,1,1,1,0,1,1,2,14,0,60,100,50,50,70,70,85,100,30,70,70,60,100,85,100,100,0,85,1,2
232,5,2,1,1,2,2,8,52,4,10,13,1,0,1,1,1,0,1,1,2,25,0,15,70,85,60,100,60,30,60,85,1,50,85,15,60,1,100,85,85,70,1
233,5,3,0,1,3,2,5,35,6,10,14,1,0,2,1,1,0,1,1,2,24,0,50,40,85,85,70,50,50,50,50,50,50,60,50,85,50,50,50,70,50,3
234,7,1,4,1,4,2,7,59,4,13,0,1,3,1,1,1,0,1,1,1,7,0,16,83,70,61,50,61,58,71,51,70,57,58,50,98,41,62,60,60,61,3
235,2,4,2,1,99,2,1,56,1,10,9,1,3,1,1,1,0,1,2,2,0,0,998,50,60,50,85,15,40,50,70,40,15,50,100,70,50,100,70,85,85,1
236,5,2,0,1,6,2,8,26,6,13,13,1,3,1,1,1,0,1,1,1,14,0,30,90,85,65,90,30,40,65,100,40,40,90,80,95,1,70,95,100,75,1
237,7,2,2,1,6,1,2,72,1,10,9,1,2,1,1,1,0,1,2,3,21,0,40,40,70,60,100,60,85,100,30,60,70,15,100,60,60,85,40,85,60,2
238,6,2,1,1,4,2,4,57,1,9,9,1,3,1,1,1,0,1,1,3,20,0,54,10,51,99,98,2,51,4,51,2,1,70,92,44,2,88,50,93,86,1
239,2,4,0,1,99,2,1,35,6,10,0,1,1,1,1,1,0,1,0,1,3,0,50,50,1,50,60,1,50,50,50,1,1,50,55,50,50,75,50,55,1,2
240,7,1,1,1,1,2,8,40,1,10,13,2,3,1,1,1,0,1,1,1,23,0,1,90,70,100,90,70,40,15,85,10,40,70,50,85,1,40,85,100,70,1
241,0,0,0,1,7,1,5,22,1,9,9,7,0,1,1,1,0,2,1,1,7,0,95,50,50,50,85,50,100,50,1,51,60,29,100,60,53,85,1,51,72,2
242,7,3,0,1,4,1,4,64,1,13,9,1,0,1,1,1,0,1,1,3,26,0,50,100,50,50,70,50,50,50,50,40,50,50,50,50,50,95,50,85,50,1
243,6,2,2,1,6,1,4,80,1,10,9,5,0,1,3,1,0,1,2,2,17,0,50,40,15,85,85,85,85,60,60,40,60,60,100,85,70,100,50,85,70,2
244,5,5,0,1,4,2,1,51,6,10,10,1,2,1,1,1,0,2,1,2,21,0,16,31,30,51,50,30,50,40,50,40,50,50,61,51,28,58,50,69,40,1
245,7,2,2,1,4,1,2,62,1,15,13,1,3,6,1,1,0,1,1,0,0,0,83,49,1,85,96,51,84,40,60,51,52,1,84,98,60,99,40,94,29,2
246,7,4,0,1,6,1,4,57,6,10,0,1,0,1,1,1,0,2,1,2,11,0,60,50,50,40,50,60,50,60,50,50,50,50,85,50,50,85,50,70,40,2
247,7,1,4,1,5,2,8,48,1,13,11,1,3,1,2,1,0,1,1,2,19,0,50,50,32,50,84,60,60,66,70,40,50,70,70,70,84,93,61,85,2,2
248,5,3,1,2,4,2,4,51,4,13,9,1,0,1,1,1,0,1,1,2,27,0,70,85,70,60,85,70,40,70,85,70,70,40,85,85,85,85,60,100,70,1
249,6,1,4,1,2,2,2,74,3,14,0,5,3,1,1,1,0,1,1,3,16,0,1,93,83,52,91,84,26,81,96,35,85,88,50,96,2,88,92,97,89,1
250,7,2,2,2,3,2,8,32,6,12,0,1,0,1,1,1,0,1,1,1,3,0,10,40,70,75,50,40,60,90,100,60,90,40,50,90,40,100,90,90,10,2
251,7,1,2,1,5,1,2,47,6,12,0,1,3,1,1,1,0,1,1,3,16,0,85,85,60,1,100,85,70,70,50,70,70,1,100,100,60,100,998,70,70,2
252,1,3,4,1,4,2,1,70,3,11,0,5,0,1,3,4,3,1,0,4,3,0,15,51,57,41,61,52,42,44,50,30,60,49,53,51,5,60,50,60,53,1
253,5,3,1,1,2,1,1,34,1,14,10,1,3,6,1,1,0,1,1,2,21,0,85,60,100,50,100,30,60,50,50,50,50,50,100,85,50,85,60,85,60,1
254,7,1,0,1,3,2,8,58,1,13,9,5,3,1,1,1,0,1,1,3,18,0,2,25,30,30,50,75,30,60,25,20,50,25,25,75,10,90,10,90,10,1
255,5,4,4,2,5,2,5,51,5,13,0,4,0,1,1,1,0,1,1,3,7,0,60,60,60,50,60,50,60,60,70,60,60,50,70,70,50,70,50,70,998,2
256,4,3,0,1,2,2,8,60,4,11,0,1,0,1,1,1,0,1,1,2,7,0,30,85,70,85,50,30,50,60,50,40,50,40,50,60,0,70,50,85,50,4
257,7,2,1,1,99,1,4,70,1,9,9,5,1,5,1,1,0,1,1,3,12,0,70,85,50,50,100,70,50,85,100,60,60,70,70,100,60,85,85,70,100,1
258,7,1,0,1,2,2,8,43,6,13,0,1,2,1,1,1,0,1,1,1,11,0,1,80,85,85,80,15,1,85,100,15,40,85,50,100,1,90,100,100,40,1
259,7,3,0,1,6,1,8,82,1,10,10,5,3,1,1,1,0,2,2,1,7,0,51,0,17,16,84,40,100,50,50,15,50,50,51,50,98,51,50,40,32,2
260,5,3,0,1,3,1,2,42,1,14,13,1,3,1,1,1,0,1,1,2,23,0,50,30,50,70,60,60,70,60,50,30,50,50,70,50,15,100,50,100,15,1
261,1,4,1,1,99,1,4,57,1,9,9,1,0,5,3,4,4,1,1,1,15,0,60,1,70,100,100,100,100,70,70,70,80,50,80,60,80,100,100,100,100,1
262,7,2,2,1,6,1,1,53,1,13,13,1,3,1,1,1,0,1,1,2,25,0,50,40,40,30,60,90,90,30,70,40,90,30,100,90,70,90,70,80,20,2
263,7,2,1,1,2,2,8,47,1,14,16,1,4,3,3,1,0,1,1,2,27,0,16,70,70,55,75,40,10,70,70,40,46,79,60,67,9,50,70,97,75,1
264,3,3,0,1,2,2,8,37,6,14,0,1,3,1,1,1,0,1,1,2,27,0,1,70,85,40,50,30,15,50,60,50,50,70,60,50,15,40,60,100,40,1
265,7,1,0,2,99,1,5,57,4,9,7,4,0,1,1,1,0,1,1,1,3,0,85,60,50,1,85,100,85,100,1,85,70,1,100,100,50,100,1,100,40,2
266,7,1,0,1,2,2,4,65,1,13,13,5,4,1,1,1,0,1,1,3,27,0,1,100,70,60,100,70,40,85,85,15,70,85,70,85,15,100,85,85,85,1
267,7,3,2,1,3,1,2,36,1,13,14,1,3,1,1,1,0,1,1,1,26,0,40,100,100,70,100,40,70,100,100,15,100,85,100,100,15,85,70,100,100,1
268,7,1,0,1,6,1,1,68,1,15,10,5,0,1,1,1,0,1,1,3,1,0,70,30,1,1,100,30,100,50,50,65,100,1,100,100,90,80,50,85,1,2
269,7,3,0,1,1,2,8,39,1,14,15,1,4,1,1,1,0,1,1,2,27,0,2,100,85,60,84,40,42,85,100,30,51,100,51,100,9,86,90,99,71,1
270,7,3,0,1,2,2,8,49,6,13,0,1,3,1,1,1,0,1,1,3,26,0,1,70,70,60,50,30,40,45,70,20,50,40,40,60,10,80,50,95,40,1
271,7,3,2,1,5,2,8,63,1,14,10,4,4,1,1,1,0,1,1,2,27,0,60,61,24,40,66,67,75,70,50,31,60,51,70,71,61,78,50,95,30,2
272,5,3,1,1,2,1,2,59,1,9,9,1,2,1,1,1,0,1,2,1,7,0,15,85,100,100,85,50,1,70,85,50,50,70,85,85,1,85,85,100,85,1
273,4,4,4,1,7,2,2,22,6,9,0,1,0,1,1,1,0,1,1,2,27,0,50,1,50,50,50,100,50,50,50,50,100,50,50,50,50,50,50,100,1,2
274,3,3,0,1,2,2,8,52,6,12,0,1,2,1,1,1,0,1,1,2,20,0,30,70,85,60,70,50,40,50,85,50,50,70,60,85,40,70,60,70,60,1
275,7,2,1,1,4,1,4,86,1,7,7,5,2,1,1,1,0,1,0,3,13,0,15,50,50,100,85,50,70,50,70,50,50,70,100,100,50,100,85,52,100,1
276,5,4,4,1,5,1,4,48,1,13,13,1,0,1,1,1,0,1,1,2,25,0,65,40,55,49,50,55,65,49,45,45,50,40,100,75,51,95,35,75,10,2
277,3,2,0,1,4,1,4,66,3,9,0,5,0,1,1,1,0,1,1,2,14,0,50,50,60,60,50,50,50,60,50,40,50,50,85,70,30,85,50,70,50,1
278,7,1,2,1,5,2,8,40,4,11,0,1,2,1,1,1,0,1,1,4,12,0,50,50,15,41,50,40,70,51,95,61,50,30,50,50,70,85,50,70,1,2
279,4,2,2,1,6,1,5,73,1,10,12,5,0,1,1,1,0,1,1,3,0,0,85,60,60,50,85,85,85,70,70,70,85,70,70,85,70,100,50,50,50,2
280,7,2,0,1,2,1,5,52,1,13,13,1,0,1,1,1,0,1,2,1,13,0,85,70,70,100,85,30,20,15,30,1,50,50,100,70,1,40,50,70,50,1
281,7,3,4,1,5,1,7,31,1,15,14,1,0,3,3,1,0,1,1,1,28,0,1,60,40,60,60,60,60,60,60,60,60,40,50,60,40,60,60,100,60,3
282,3,3,1,1,3,1,4,76,3,2,0,5,0,5,3,4,1,1,0,3,14,0,15,100,100,100,100,15,1,85,100,85,50,100,70,100,15,85,85,100,100,1
283,2,3,1,1,99,1,4,0,6,10,0,1,3,5,1,1,0,1,1,1,0,0,43,55,50,50,70,43,50,60,51,55,50,50,85,70,51,70,50,70,50,1
284,7,1,1,1,4,1,1,75,1,14,9,5,0,1,1,1,0,1,2,3,19,0,70,60,70,87,85,71,40,85,85,40,85,85,85,86,30,85,85,85,30,1
285,0,0,1,1,2,2,8,31,6,10,0,1,1,5,2,1,0,2,1,1,2,0,50,50,60,50,70,15,40,50,70,50,40,60,50,85,50,60,85,70,85,1
286,7,2,0,1,4,1,5,57,4,12,0,5,2,6,1,1,0,1,0,1,8,0,60,60,70,60,85,60,50,70,50,30,60,70,100,100,15,70,50,85,60,1
287,2,3,0,1,5,1,5,32,1,13,13,7,2,1,1,1,0,1,1,3,15,0,50,50,30,50,50,50,50,15,50,50,50,50,100,100,50,50,50,50,50,2
288,7,3,4,1,4,1,4,53,4,5,5,2,0,5,2,1,0,1,1,3,9,0,70,30,50,100,100,100,100,100,70,100,50,1,100,50,1,1,30,50,999,1
289,5,3,2,1,6,1,2,63,1,13,13,5,3,1,1,1,0,1,1,2,0,0,100,50,40,86,90,41,95,60,51,41,50,1,100,52,70,86,16,100,5,2
290,7,1,1,1,2,2,8,42,6,14,0,4,0,1,1,1,0,1,2,2,2,0,1,70,85,60,60,30,30,50,70,40,40,60,60,70,1,70,70,85,60,1
291,7,1,0,1,3,1,2,49,1,11,9,1,0,1,1,1,0,1,1,1,17,0,85,60,50,50,59,50,50,68,51,40,50,70,97,89,15,91,50,94,50,1
292,7,2,4,1,6,1,1,71,4,13,0,5,3,1,1,1,0,1,1,3,9,0,60,40,40,30,70,50,60,60,70,40,70,50,70,70,50,70,70,70,40,2
293,7,3,0,1,4,1,1,41,4,13,0,1,0,1,1,1,0,1,1,2,12,0,35,40,60,41,58,72,60,75,86,71,55,85,93,94,33,93,86,71,9,1
294,7,1,0,1,0,2,8,51,1,14,9,1,3,1,1,1,0,1,1,2,26,0,1,50,70,50,50,40,15,60,50,1,50,1,1,1,1,50,50,85,85,1
295,7,1,0,1,2,2,5,71,1,9,6,1,0,1,1,1,0,2,1,2,12,0,15,60,85,85,70,30,30,40,70,15,50,60,70,70,1,70,50,100,60,1
296,7,3,2,1,4,1,5,62,1,9,11,1,0,5,2,1,0,1,1,2,21,0,70,40,30,1,85,60,60,60,1,40,50,30,100,100,60,100,1,85,1,2
297,5,3,0,2,99,1,5,41,4,10,0,4,1,1,1,1,0,1,1,1,11,0,85,50,50,85,100,1,50,40,50,1,50,50,100,85,85,85,50,85,1,2
298,7,2,0,1,3,1,4,59,3,9,9,7,1,1,1,1,0,1,1,3,7,0,40,60,60,70,60,85,60,70,85,40,40,60,70,70,60,100,70,100,15,2
299,4,4,2,1,6,1,5,44,6,13,0,1,0,1,1,1,0,1,1,2,23,0,60,50,40,60,70,50,60,40,60,40,50,40,60,60,40,60,60,50,40,2
300,7,1,0,1,1,1,8,64,6,13,0,5,2,1,1,1,0,1,2,3,7,0,1,70,85,85,70,30,1,30,70,15,40,60,70,60,15,70,70,85,70,1
301,5,3,4,1,2,2,8,36,4,13,0,1,2,5,3,1,0,1,1,1,3,0,30,100,100,70,100,30,30,40,100,50,50,100,50,100,60,85,100,100,100,1
302,7,1,0,1,7,1,4,49,1,10,13,1,1,5,1,1,0,1,1,4,19,0,100,1,1,1,1,1,100,52,1,1,1,1,100,100,100,100,1,1,1,2
303,7,2,2,1,5,1,4,66,4,10,0,5,0,5,1,1,0,1,1,2,21,0,50,1,50,20,100,50,100,40,10,30,90,40,100,80,10,80,1,30,1,2
304,7,2,0,1,99,1,5,66,3,9,0,1,0,1,3,1,0,1,1,2,14,0,50,60,60,50,70,50,60,85,40,70,40,60,60,50,50,100,50,85,7,1
305,6,2,0,1,5,1,4,44,1,16,14,1,3,5,3,4,4,1,1,2,28,0,100,85,1,40,100,70,40,100,100,15,85,70,100,100,40,85,85,85,1,2
306,7,2,0,1,99,1,8,73,3,6,0,7,0,1,1,1,0,2,2,3,3,0,85,70,50,60,60,50,70,70,50,30,60,1,100,85,50,100,50,60,1,2
307,7,2,2,1,4,2,7,31,1,13,13,1,0,1,1,1,0,1,1,2,27,0,15,40,40,998,50,50,60,50,85,50,50,50,50,50,50,85,85,85,30,3
308,6,1,2,1,6,2,4,55,4,11,0,1,3,5,1,1,0,1,1,1,19,0,50,85,15,1,85,60,85,70,85,1,70,70,85,85,85,100,85,70,30,2
309,5,3,1,1,99,1,2,26,6,10,0,1,2,2,1,1,0,1,1,1,9,0,60,85,50,85,85,70,50,60,100,60,1,85,100,50,50,50,100,70,100,1
310,7,1,2,1,4,1,4,62,1,10,10,1,0,1,1,1,0,1,1,3,28,0,31,42,10,42,71,61,71,51,70,71,51,62,79,61,71,96,71,71,17,2
311,3,3,1,1,99,1,5,27,6,10,10,1,2,2,1,1,0,1,1,1,12,0,1,100,100,95,70,1,15,60,100,50,50,50,50,50,30,50,100,60,100,1
312,7,3,1,1,3,2,5,56,6,14,0,1,3,3,1,1,0,2,1,2,24,0,44,66,63,52,62,56,57,63,57,49,50,54,59,54,38,73,59,53,57,1
313,5,2,4,1,4,2,8,56,4,14,0,1,0,1,1,1,0,1,1,2,14,0,30,70,50,60,85,60,70,85,50,30,50,30,60,50,50,85,85,100,1,2
314,6,3,1,1,2,1,5,60,4,9,0,1,3,2,1,1,0,1,1,3,18,0,50,77,85,63,71,15,1,72,61,51,32,51,71,50,50,41,51,54,71,1
315,5,3,0,1,99,1,4,50,1,9,9,1,0,1,1,1,0,1,1,2,21,0,60,70,50,100,70,50,50,60,70,15,70,60,85,50,50,85,50,60,30,1
316,5,2,0,1,6,1,5,67,1,10,12,5,3,1,1,1,0,1,1,2,21,0,60,40,30,60,85,60,70,40,60,40,70,30,85,70,60,85,50,70,15,2
317,6,3,2,1,5,2,8,42,1,11,11,5,3,1,1,1,0,1,1,1,21,0,43,17,34,41,35,35,27,32,74,47,27,43,27,84,45,39,45,71,5,3
318,4,3,1,1,4,2,8,52,6,10,0,4,0,2,1,1,0,1,1,1,7,0,1,85,30,8,85,1,28,3,86,4,1,85,1,85,52,23,85,84,85,1
